pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,enzyme_type,label,source,pmid
nan|Q93009|Q9HAW4,nan|Q93009,,Q93009,Q9HAW4,USP7,CLSPN,USP,1,UbiBrowser2,27775833
nan|Q93009|Q9NRC8,nan|Q93009,,Q93009,Q9NRC8,USP7,SIRT7,USP,1,UbiBrowser2,28655758
nan|Q93009|Q9NS91,nan|Q93009,,Q93009,Q9NS91,USP7,RAD18,USP,1,UbiBrowser2,25961918
nan|Q93009|Q9NSA3,nan|Q93009,,Q93009,Q9NSA3,USP7,CTNNBIP1,USP,1,UbiBrowser2,29045831
nan|Q93009|Q9UER7,nan|Q93009,,Q93009,Q9UER7,USP7,DAXX,USP,1,UbiBrowser2,27775833
nan|Q93009|Q9UPP1,nan|Q93009,,Q93009,Q9UPP1,USP7,PHF8,USP,1,UbiBrowser2,27183383
nan|Q93009|Q9Y253,nan|Q93009,,Q93009,Q9Y253,USP7,POLH,USP,1,UbiBrowser2,25435364
nan|Q93009|Q9Y4H2,nan|Q93009,,Q93009,Q9Y4H2,USP7,IRS2,USP,1,UbiBrowser2,27775833
nan|Q93009|Q9Y6K9,nan|Q93009,,Q93009,Q9Y6K9,USP7,IKBKG,USP,1,UbiBrowser2,27775833
nan|Q96BN8|O75143,nan|Q96BN8,,Q96BN8,O75143,OTULIN,ATG13,Other,1,UbiBrowser2,32543267
nan|Q96BN8|P37023,nan|Q96BN8,,Q96BN8,P37023,OTULIN,ACVRL1,Other,1,UbiBrowser2,34157307
nan|Q96BN8|Q9Y6K9,nan|Q96BN8,,Q96BN8,Q9Y6K9,OTULIN,IKBKG,Other,1,UbiBrowser2,29444948
nan|Q96DC9|P10070,nan|Q96DC9,,Q96DC9,P10070,OTUB2,GLI2,OTU,1,UbiBrowser2,30241937
nan|Q96DC9|Q13114,nan|Q96DC9,,Q96DC9,Q13114,OTUB2,TRAF3,OTU,1,UbiBrowser2,19996094
nan|Q96DC9|Q9Y468,nan|Q96DC9,,Q96DC9,Q9Y468,OTUB2,L3MBTL1,OTU,1,UbiBrowser2,24560272
nan|Q96DC9|Q9Y4K3,nan|Q96DC9,,Q96DC9,Q9Y4K3,OTUB2,TRAF6,OTU,1,UbiBrowser2,19996094
nan|Q96DX7|Q16665,nan|Q96DX7,,Q96DX7,Q16665,TRIM44,HIF1A,Other,1,UbiBrowser2,30089913
nan|Q96DX7|Q9Y577,nan|Q96DX7,,Q96DX7,Q9Y577,TRIM44,TRIM17,Other,1,UbiBrowser2,19358823
nan|Q96F44|Q16828,nan|Q96F44,,Q96F44,Q16828,TRIM11,DUSP6,Other,1,UbiBrowser2,33970779
nan|Q96FW1|O95863,nan|Q96FW1,,Q96FW1,O95863,OTUB1,SNAI1,OTU,1,UbiBrowser2,29559747
nan|Q96FW1|P03372,nan|Q96FW1,,Q96FW1,P03372,OTUB1,ESR1,OTU,1,UbiBrowser2,UBP46_HUMAN
nan|Q96FW1|P04637,nan|Q96FW1,,Q96FW1,P04637,OTUB1,TP53,OTU,1,UbiBrowser2,27919796
nan|Q96FW1|P10636,nan|Q96FW1,,Q96FW1,P10636,OTUB1,MAPT,OTU,1,UbiBrowser2,28083634
nan|Q96FW1|P22736,nan|Q96FW1,,Q96FW1,P22736,OTUB1,NR4A1,OTU,1,UbiBrowser2,30905540
nan|Q96FW1|P27694,nan|Q96FW1,,Q96FW1,P27694,OTUB1,RPA1,OTU,1,UbiBrowser2,26403191
nan|Q96FW1|P43246,nan|Q96FW1,,Q96FW1,P43246,OTUB1,MSH2,OTU,1,UbiBrowser2,33640455
nan|Q96FW1|P51965,nan|Q96FW1,,Q96FW1,P51965,OTUB1,UBE2E1,OTU,1,UbiBrowser2,30282802
nan|Q96FW1|P61088,nan|Q96FW1,,Q96FW1,P61088,OTUB1,UBE2N,OTU,1,UbiBrowser2,25121098
nan|Q96FW1|P84022,nan|Q96FW1,,Q96FW1,P84022,OTUB1,SMAD3,OTU,1,UbiBrowser2,24071738
nan|Q96FW1|Q08050,nan|Q96FW1,,Q96FW1,Q08050,OTUB1,FOXM1,OTU,1,UbiBrowser2,27167337
nan|Q96FW1|Q13114,nan|Q96FW1,,Q96FW1,Q13114,OTUB1,TRAF3,OTU,1,UbiBrowser2,19996094
nan|Q96FW1|Q13490,nan|Q96FW1,,Q96FW1,Q13490,OTUB1,BIRC2,OTU,1,UbiBrowser2,23524849
nan|Q96FW1|Q15796,nan|Q96FW1,,Q96FW1,Q15796,OTUB1,SMAD2,OTU,1,UbiBrowser2,24071738
nan|Q96FW1|Q8TB45,nan|Q96FW1,,Q96FW1,Q8TB45,OTUB1,DEPTOR,OTU,1,UbiBrowser2,29382726
nan|Q96FW1|Q9NZQ7,nan|Q96FW1,,Q96FW1,Q9NZQ7,OTUB1,CD274,OTU,1,UbiBrowser2,33328570
nan|Q96FW1|Q9UPY5,nan|Q96FW1,,Q96FW1,Q9UPY5,OTUB1,SLC7A11,OTU,1,UbiBrowser2,30709928
nan|Q96FW1|Q9Y4K3,nan|Q96FW1,,Q96FW1,Q9Y4K3,OTUB1,TRAF6,OTU,1,UbiBrowser2,19996094
nan|Q96G74|O00463,nan|Q96G74,,Q96G74,O00463,OTUD5,TRAF5,OTU,1,UbiBrowser2,24375678
nan|Q96G74|O14737,nan|Q96G74,,Q96G74,O14737,OTUD5,PDCD5,OTU,1,UbiBrowser2,25499082
nan|Q96G74|O95071,nan|Q96G74,,Q96G74,O95071,OTUD5,UBR5,OTU,1,UbiBrowser2,25470037
nan|Q96G74|P04637,nan|Q96G74,,Q96G74,P04637,OTUD5,TP53,OTU,1,UbiBrowser2,28801249
nan|Q96G74|P13010,nan|Q96G74,,Q96G74,P13010,OTUD5,XRCC5,OTU,1,UbiBrowser2,30980112
nan|Q96G74|Q12933,nan|Q96G74,,Q96G74,Q12933,OTUD5,TRAF2,OTU,1,UbiBrowser2,24375678
nan|Q96G74|Q13114,nan|Q96G74,,Q96G74,Q13114,OTUD5,TRAF3,OTU,1,UbiBrowser2,28063927
nan|Q96G74|Q14258,nan|Q96G74,,Q96G74,Q14258,OTUD5,TRIM25,OTU,1,UbiBrowser2,32826889
nan|Q96G74|Q9Y4K3,nan|Q96G74,,Q96G74,Q9Y4K3,OTUD5,TRAF6,OTU,1,UbiBrowser2,24375678
nan|Q96JH7|Q9H040,nan|Q96JH7,,Q96JH7,Q9H040,VCPIP1,SPRTN,OTU,1,UbiBrowser2,33567341
nan|Q96JH7|Q9NY99,nan|Q96JH7,,Q96JH7,Q9NY99,VCPIP1,SNTG2,OTU,1,UbiBrowser2,27404360
nan|Q96K76|O95863,nan|Q96K76,,Q96K76,O95863,USP47,SNAI1,USP,1,UbiBrowser2,29162839
nan|Q96K76|P06746,nan|Q96K76,,Q96K76,P06746,USP47,POLB,USP,1,UbiBrowser2,UBP30_HUMAN
nan|Q96K76|P12830,nan|Q96K76,,Q96K76,P12830,USP47,CDH1,USP,1,UbiBrowser2,29080116
nan|Q96K76|P35222,nan|Q96K76,,Q96K76,P35222,USP47,CTNNB1,USP,1,UbiBrowser2,29080116
nan|Q96K76|Q9UGP5,nan|Q96K76,,Q96K76,Q9UGP5,USP47,POLL,USP,1,UbiBrowser2,25121098
nan|Q96RU2|O60341,nan|Q96RU2,,Q96RU2,O60341,USP28,KDM1A,USP,1,UbiBrowser2,29142505
nan|Q96RU2|O96017,nan|Q96RU2,,Q96RU2,O96017,USP28,CHEK2,USP,1,UbiBrowser2,27775833
nan|Q96RU2|P01106,nan|Q96RU2,,Q96RU2,P01106,USP28,MYC,USP,1,UbiBrowser2,27775833
nan|Q96RU2|P04637,nan|Q96RU2,,Q96RU2,P04637,USP28,TP53,USP,1,UbiBrowser2,27371829
nan|Q96RU2|P05412,nan|Q96RU2,,Q96RU2,P05412,USP28,JUN,USP,1,UbiBrowser2,26410034
nan|Q96RU2|P15056,nan|Q96RU2,,Q96RU2,P15056,USP28,BRAF,USP,1,UbiBrowser2,29880484
nan|Q96RU2|P24864,nan|Q96RU2,,Q96RU2,P24864,USP28,CCNE1,USP,1,UbiBrowser2,26410034
nan|Q96RU2|P40763,nan|Q96RU2,,Q96RU2,P40763,USP28,STAT3,USP,1,UbiBrowser2,30881015
nan|Q96RU2|P46531,nan|Q96RU2,,Q96RU2,P46531,USP28,NOTCH1,USP,1,UbiBrowser2,32578360
nan|Q96RU2|Q12888,nan|Q96RU2,,Q96RU2,Q12888,USP28,TP53BP1,USP,1,UbiBrowser2,27775833
nan|Q96RU2|Q16665,nan|Q96RU2,,Q96RU2,Q16665,USP28,HIF1A,USP,1,UbiBrowser2,27775833
nan|Q96RU2|Q969H0,nan|Q96RU2,,Q96RU2,Q969H0,USP28,FBXW7,USP,1,UbiBrowser2,26410034
nan|Q96RU2|Q9HA47,nan|Q96RU2,,Q96RU2,Q9HA47,USP28,UCK1,USP,1,UbiBrowser2,31938050
nan|Q96RU2|Q9HAW4,nan|Q96RU2,,Q96RU2,Q9HAW4,USP28,CLSPN,USP,1,UbiBrowser2,27775833
nan|Q96RU2|Q9HCX3,nan|Q96RU2,,Q96RU2,Q9HCX3,USP28,ZNF304,USP,1,UbiBrowser2,UBP28_HUMAN
nan|Q9BXU7|O15105,nan|Q9BXU7,,Q9BXU7,O15105,USP26,SMAD7,USP,1,UbiBrowser2,28381482
nan|Q9BXU7|O43663,nan|Q9BXU7,,Q9BXU7,O43663,USP26,PRC1,USP,1,UbiBrowser2,29142505
nan|Q9BXU7|O95863,nan|Q9BXU7,,Q9BXU7,O95863,USP26,SNAI1,USP,1,UbiBrowser2,30763716
nan|Q9BXU7|P0C0S8,nan|Q9BXU7,,Q9BXU7,P0C0S8,USP26,HIST1H2AM,USP,1,UbiBrowser2,28031783
nan|Q9BXU7|P10275,nan|Q9BXU7,,Q9BXU7,P10275,USP26,AR,USP,1,UbiBrowser2,20501646
nan|Q9BXU7|Q00987,nan|Q9BXU7,,Q9BXU7,Q00987,USP26,MDM2,USP,1,UbiBrowser2,28801249
nan|Q9C040|O95863,nan|Q9C040,,Q9C040,O95863,TRIM2,SNAI1,Other,1,UbiBrowser2,32536816
nan|Q9H0E7|O15169,nan|Q9H0E7,,Q9H0E7,O15169,USP44,AXIN1,USP,1,UbiBrowser2,32285989
nan|Q9H0E7|P09467,nan|Q9H0E7,,Q9H0E7,P09467,USP44,FBP1,USP,1,UbiBrowser2,31497353
nan|Q9H0E7|P0C0S8,nan|Q9H0E7,,Q9H0E7,P0C0S8,USP44,HIST1H2AM,USP,1,UbiBrowser2,28031783
nan|Q9H0E7|Q01860,nan|Q9H0E7,,Q9H0E7,Q01860,USP44,POU5F1,USP,1,UbiBrowser2,27919796
nan|Q9H0E7|Q12834,nan|Q9H0E7,,Q9H0E7,Q12834,USP44,CDC20,USP,1,UbiBrowser2,28188342
nan|Q9H0E7|Q13257,nan|Q9H0E7,,Q9H0E7,Q13257,USP44,MAD2L1,USP,1,UbiBrowser2,25121098
nan|Q9H0E7|Q15910,nan|Q9H0E7,,Q9H0E7,Q15910,USP44,EZH2,USP,1,UbiBrowser2,30622230
nan|Q9H0E7|Q16777,nan|Q9H0E7,,Q9H0E7,Q16777,USP44,HIST2H2AC,USP,1,UbiBrowser2,23615962
nan|Q9H0E7|Q16778,nan|Q9H0E7,,Q9H0E7,Q16778,USP44,HIST2H2BE,USP,1,UbiBrowser2,UBP8_HUMAN
nan|Q9H0E7|Q86WV6,nan|Q9H0E7,,Q9H0E7,Q86WV6,USP44,STING1,USP,1,UbiBrowser2,31968013
nan|Q9H0E7|Q9BZS1,nan|Q9H0E7,,Q9H0E7,Q9BZS1,USP44,FOXP3,USP,1,UbiBrowser2,32644293
nan|Q9H3M9|Q13887,nan|Q9H3M9,,Q9H3M9,Q13887,ATXN3L,KLF5,Josephin,1,UbiBrowser2,26079537
nan|Q9H9J4|P04637,nan|Q9H9J4,,Q9H9J4,P04637,USP42,TP53,USP,1,UbiBrowser2,28801249
nan|Q9H9J4|P14780,nan|Q9H9J4,,Q9H9J4,P14780,USP42,MMP9,USP,1,UbiBrowser2,28279784
nan|Q9H9J4|P62807,nan|Q9H9J4,,Q9H9J4,P62807,USP42,HIST1H2BI,USP,1,UbiBrowser2,25336640
nan|Q9HBJ7|P04637,nan|Q9HBJ7,,Q9HBJ7,P04637,USP29,TP53,USP,1,UbiBrowser2,28801249
nan|Q9HBJ7|Q16777,nan|Q9HBJ7,,Q9HBJ7,Q16777,USP29,HIST2H2AC,USP,1,UbiBrowser2,23615962
nan|Q9HBJ7|Q8N884,nan|Q9HBJ7,,Q9HBJ7,Q8N884,USP29,CGAS,USP,1,UbiBrowser2,32457395
nan|Q9HBJ7|Q9HAW4,nan|Q9HBJ7,,Q9HBJ7,Q9HAW4,USP29,CLSPN,USP,1,UbiBrowser2,24632611
nan|Q9NQC7|O14640,nan|Q9NQC7,,Q9NQC7,O14640,CYLD,DVL1,USP,1,UbiBrowser2,28840581
nan|Q9NQC7|O15105,nan|Q9NQC7,,Q9NQC7,O15105,CYLD,SMAD7,USP,1,UbiBrowser2,24756567
nan|Q9NQC7|O43318,nan|Q9NQC7,,Q9NQC7,O43318,CYLD,MAP3K7,USP,1,UbiBrowser2,22057290
nan|Q9NQC7|O43353,nan|Q9NQC7,,Q9NQC7,O43353,CYLD,RIPK2,USP,1,UbiBrowser2,26834734
nan|Q9NQC7|O95786,nan|Q9NQC7,,Q9NQC7,O95786,CYLD,DDX58,USP,1,UbiBrowser2,27279133
nan|Q9NQC7|P04629,nan|Q9NQC7,,Q9NQC7,P04629,CYLD,NTRK1,USP,1,UbiBrowser2,28335430
nan|Q9NQC7|P04637,nan|Q9NQC7,,Q9NQC7,P04637,CYLD,TP53,USP,1,UbiBrowser2,27561390
nan|Q9NQC7|P06239,nan|Q9NQC7,,Q9NQC7,P06239,CYLD,LCK,USP,1,UbiBrowser2,26763122
nan|Q9NQC7|P20749,nan|Q9NQC7,,Q9NQC7,P20749,CYLD,BCL3,USP,1,UbiBrowser2,26763122
nan|Q9NQC7|P31749,nan|Q9NQC7,,Q9NQC7,P31749,CYLD,AKT1,USP,1,UbiBrowser2,23300340
nan|Q9NQC7|P36897,nan|Q9NQC7,,Q9NQC7,P36897,CYLD,TGFBR1,USP,1,UbiBrowser2,29235674
nan|Q9NQC7|P42773,nan|Q9NQC7,,Q9NQC7,P42773,CYLD,CDKN2C,USP,1,UbiBrowser2,33654169
nan|Q9NQC7|P49116,nan|Q9NQC7,,Q9NQC7,P49116,CYLD,NR2C2,USP,1,UbiBrowser2,26763122
nan|Q9NQC7|P53350,nan|Q9NQC7,,Q9NQC7,P53350,CYLD,PLK1,USP,1,UbiBrowser2,26763122
nan|Q9NQC7|P59044,nan|Q9NQC7,,Q9NQC7,P59044,CYLD,NLRP6,USP,1,UbiBrowser2,32424362
nan|Q9NQC7|P78352,nan|Q9NQC7,,Q9NQC7,P78352,CYLD,DLG4,USP,1,UbiBrowser2,28973854
nan|Q9NQC7|Q02246,nan|Q9NQC7,,Q9NQC7,Q02246,CYLD,CNTN2,USP,1,UbiBrowser2,21824392
nan|Q9NQC7|Q04206,nan|Q9NQC7,,Q9NQC7,Q04206,CYLD,RELA,USP,1,UbiBrowser2,29394249
nan|Q9NQC7|Q12933,nan|Q9NQC7,,Q9NQC7,Q12933,CYLD,TRAF2,USP,1,UbiBrowser2,28900035
nan|Q9NQC7|Q13546,nan|Q9NQC7,,Q9NQC7,Q13546,CYLD,RIPK1,USP,1,UbiBrowser2,28900035
nan|Q9NQC7|Q14669,nan|Q9NQC7,,Q9NQC7,Q14669,CYLD,TRIP12,USP,1,UbiBrowser2,26763122
nan|Q9NQC7|Q15154,nan|Q9NQC7,,Q9NQC7,Q15154,CYLD,PCM1,USP,1,UbiBrowser2,31067453
nan|Q9NQC7|Q6Q0C0,nan|Q9NQC7,,Q9NQC7,Q6Q0C0,CYLD,TRAF7,USP,1,UbiBrowser2,26763122
nan|Q9NQC7|Q8NHQ1,nan|Q9NQC7,,Q9NQC7,Q8NHQ1,CYLD,CEP70,USP,1,UbiBrowser2,26763122
nan|Q9NQC7|Q96AX9,nan|Q9NQC7,,Q9NQC7,Q96AX9,CYLD,MIB2,USP,1,UbiBrowser2,25565632
nan|Q9NQC7|Q9NPH5,nan|Q9NQC7,,Q9NQC7,Q9NPH5,CYLD,NOX4,USP,1,UbiBrowser2,28751569
nan|Q9NQC7|Q9NZN5,nan|Q9NQC7,,Q9NQC7,Q9NZN5,CYLD,ARHGEF12,USP,1,UbiBrowser2,23405219
nan|Q9NQC7|Q9UHD2,nan|Q9NQC7,,Q9NQC7,Q9UHD2,CYLD,TBK1,USP,1,UbiBrowser2,18636086
nan|Q9NQC7|Q9Y4K3,nan|Q9NQC7,,Q9NQC7,Q9Y4K3,CYLD,TRAF6,USP,1,UbiBrowser2,28335430
nan|Q9NQC7|Q9Y6K9,nan|Q9NQC7,,Q9NQC7,Q9Y6K9,CYLD,IKBKG,USP,1,UbiBrowser2,26763122
nan|Q9P275|O95602,nan|Q9P275,,Q9P275,O95602,USP36,POLR1A,USP,1,UbiBrowser2,22902402
nan|Q9P275|P01106,nan|Q9P275,,Q9P275,P01106,USP36,MYC,USP,1,UbiBrowser2,27919796
nan|Q9P275|P04179,nan|Q9P275,,Q9P275,P04179,USP36,SOD2,USP,1,UbiBrowser2,21268071
nan|Q9P275|Q05195,nan|Q9P275,,Q9P275,Q05195,USP36,MXD1,USP,1,UbiBrowser2,33647641
nan|Q9P275|Q15910,nan|Q9P275,,Q9P275,Q15910,USP36,EZH2,USP,1,UbiBrowser2,31434700
nan|Q9P275|Q16778,nan|Q9P275,,Q9P275,Q16778,USP36,HIST2H2BE,USP,1,UbiBrowser2,UBP44_HUMAN
nan|Q9P275|Q9H6R0,nan|Q9P275,,Q9P275,Q9H6R0,USP36,DHX33,USP,1,UbiBrowser2,29273634
nan|Q9P275|Q9Y570,nan|Q9P275,,Q9P275,Q9Y570,USP36,PPME1,USP,1,UbiBrowser2,29577269
nan|Q9P2H5|P03372,nan|Q9P2H5,,Q9P2H5,P03372,USP35,ESR1,USP,1,UbiBrowser2,34131114
nan|Q9P2H5|P21796,nan|Q9P2H5,,Q9P2H5,P21796,USP35,VDAC1,USP,1,UbiBrowser2,26445063
nan|Q9P2H5|Q8NFZ5,nan|Q9P2H5,,Q9P2H5,Q8NFZ5,USP35,TNIP2,USP,1,UbiBrowser2,26348204
nan|Q9P2H5|Q96GD4,nan|Q9P2H5,,Q9P2H5,Q96GD4,USP35,AURKB,USP,1,UbiBrowser2,29764563
nan|Q9UGI0|Q15910,nan|Q9UGI0,,Q9UGI0,Q15910,ZRANB1,EZH2,OTU,1,UbiBrowser2,29669287
nan|Q9UGI0|Q8NEB9,nan|Q9UGI0,,Q9UGI0,Q8NEB9,ZRANB1,PIK3C3,OTU,1,UbiBrowser2,33637724
nan|Q9UGI0|Q9P2Y5,nan|Q9UGI0,,Q9UGI0,Q9P2Y5,ZRANB1,UVRAG,OTU,1,UbiBrowser2,30686098
nan|Q9UGI0|Q9ULT8,nan|Q9UGI0,,Q9UGI0,Q9ULT8,ZRANB1,HECTD1,OTU,1,UbiBrowser2,33853758
nan|Q9UHP3|O00463,nan|Q9UHP3,,Q9UHP3,O00463,USP25,TRAF5,USP,1,UbiBrowser2,23042150
nan|Q9UHP3|O95271,nan|Q9UHP3,,Q9UHP3,O95271,USP25,TNKS,USP,1,UbiBrowser2,28619731
nan|Q9UHP3|P04234,nan|Q9UHP3,,Q9UHP3,P04234,USP25,CD3D,USP,1,UbiBrowser2,22590560
nan|Q9UHP3|P05067,nan|Q9UHP3,,Q9UHP3,P05067,USP25,APP,USP,1,UbiBrowser2,22590560
nan|Q9UHP3|P46531,nan|Q9UHP3,,Q9UHP3,P46531,USP25,NOTCH1,USP,1,UbiBrowser2,32578360
nan|Q9UHP3|P50991,nan|Q9UHP3,,Q9UHP3,P50991,USP25,CCT4,USP,1,UbiBrowser2,25755282
nan|Q9UHP3|Q13114,nan|Q9UHP3,,Q9UHP3,Q13114,USP25,TRAF3,USP,1,UbiBrowser2,23674823
nan|Q9UHP3|Q8N4S9,nan|Q9UHP3,,Q9UHP3,Q8N4S9,USP25,MARVELD2,USP,1,UbiBrowser2,25755282
nan|Q9UHP3|Q9Y4K3,nan|Q9UHP3,,Q9UHP3,Q9Y4K3,USP25,TRAF6,USP,1,UbiBrowser2,23042150
nan|Q9UK80|O95760,nan|Q9UK80,,Q9UK80,O95760,USP21,IL33,USP,1,UbiBrowser2,25197364
nan|Q9UK80|O95786,nan|Q9UK80,,Q9UK80,O95786,USP21,DDX58,USP,1,UbiBrowser2,27341175
nan|Q9UK80|P0C0S8,nan|Q9UK80,,Q9UK80,P0C0S8,USP21,HIST1H2AM,USP,1,UbiBrowser2,27190257
nan|Q9UK80|P15407,nan|Q9UK80,,Q9UK80,P15407,USP21,FOSL1,USP,1,UbiBrowser2,31947604
nan|Q9UK80|P23771,nan|Q9UK80,,Q9UK80,P23771,USP21,GATA3,USP,1,UbiBrowser2,28279784
nan|Q9UK80|P36507,nan|Q9UK80,,Q9UK80,P36507,USP21,MAP2K2,USP,1,UbiBrowser2,29706623
nan|Q9UK80|P51587,nan|Q9UK80,,Q9UK80,P51587,USP21,BRCA2,USP,1,UbiBrowser2,28743957
nan|Q9UK80|Q08050,nan|Q9UK80,,Q9UK80,Q08050,USP21,FOXM1,USP,1,UbiBrowser2,30865895
nan|Q9UK80|Q13546,nan|Q9UK80,,Q9UK80,Q13546,USP21,RIPK1,USP,1,UbiBrowser2,25680095
nan|Q9UK80|Q15910,nan|Q9UK80,,Q9UK80,Q15910,USP21,EZH2,USP,1,UbiBrowser2,33389794
nan|Q9UK80|Q16777,nan|Q9UK80,,Q9UK80,Q16777,USP21,HIST2H2AC,USP,1,UbiBrowser2,21179169
nan|Q9UK80|Q86WV6,nan|Q9UK80,,Q9UK80,Q86WV6,USP21,TMEM173,USP,1,UbiBrowser2,28254948
nan|Q9UK80|Q9BZS1,nan|Q9UK80,,Q9UK80,Q9BZS1,USP21,FOXP3,USP,1,UbiBrowser2,27857073
nan|Q9UK80|Q9H9S0,nan|Q9UK80,,Q9UK80,Q9H9S0,USP21,NANOG,USP,1,UbiBrowser2,28279784
nan|Q9UK80|Q9UIF9,nan|Q9UK80,,Q9UK80,Q9UIF9,USP21,BAZ2A,USP,1,UbiBrowser2,UBP21_HUMAN
nan|Q9UMW8|O43318,nan|Q9UMW8,,Q9UMW8,O43318,USP18,MAP3K7,USP,1,UbiBrowser2,26240016
nan|Q9UMW8|O95863,nan|Q9UMW8,,Q9UMW8,O95863,USP18,SNAI1,USP,1,UbiBrowser2,32742193
nan|Q9UMW8|P05161,nan|Q9UMW8,,Q9UMW8,P05161,USP18,ISG15,USP,1,UbiBrowser2,28242811
nan|Q9UMW8|P46531,nan|Q9UMW8,,Q9UMW8,P46531,USP18,NOTCH1,USP,1,UbiBrowser2,33051403
nan|Q9UMW8|P49116,nan|Q9UMW8,,Q9UMW8,P49116,USP18,NR2C2,USP,1,UbiBrowser2,26240016
nan|Q9UMW8|P60484,nan|Q9UMW8,,Q9UMW8,P60484,USP18,PTEN,USP,1,UbiBrowser2,29142505
nan|Q9UMW8|Q15672,nan|Q9UMW8,,Q9UMW8,Q15672,USP18,TWIST1,USP,1,UbiBrowser2,32368392
nan|Q9UMW8|Q15750,nan|Q9UMW8,,Q9UMW8,Q15750,USP18,TAB1,USP,1,UbiBrowser2,23825189
nan|Q9UMW8|Q9C0B1,nan|Q9UMW8,,Q9UMW8,Q9C0B1,USP18,FTO,USP,1,UbiBrowser2,33461172
nan|Q9UMW8|Q9Y6K9,nan|Q9UMW8,,Q9UMW8,Q9Y6K9,USP18,IKBKG,USP,1,UbiBrowser2,26240016
nan|Q9UPT9|O60341,nan|Q9UPT9,,Q9UPT9,O60341,USP22,KDM1A,USP,1,UbiBrowser2,27919796
nan|Q9UPT9|O75461,nan|Q9UPT9,,Q9UPT9,O75461,USP22,E2F6,USP,1,UbiBrowser2,34339800
nan|Q9UPT9|P00533,nan|Q9UPT9,,Q9UPT9,P00533,USP22,EGFR,USP,1,UbiBrowser2,29981430
nan|Q9UPT9|P01106,nan|Q9UPT9,,Q9UPT9,P01106,USP22,MYC,USP,1,UbiBrowser2,28279784
nan|Q9UPT9|P09467,nan|Q9UPT9,,Q9UPT9,P09467,USP22,FBP1,USP,1,UbiBrowser2,27775833
nan|Q9UPT9|P0C0S8,nan|Q9UPT9,,Q9UPT9,P0C0S8,USP22,HIST1H2AM,USP,1,UbiBrowser2,26880980
nan|Q9UPT9|P14635,nan|Q9UPT9,,Q9UPT9,P14635,USP22,CCNB1,USP,1,UbiBrowser2,27030811
nan|Q9UPT9|P14780,nan|Q9UPT9,,Q9UPT9,P14780,USP22,MMP9,USP,1,UbiBrowser2,28279784
nan|Q9UPT9|P35226,nan|Q9UPT9,,Q9UPT9,P35226,USP22,BMI1,USP,1,UbiBrowser2,29788550
nan|Q9UPT9|P35354,nan|Q9UPT9,,Q9UPT9,P35354,USP22,PTGS2,USP,1,UbiBrowser2,25817787
nan|Q9UPT9|P46937,nan|Q9UPT9,,Q9UPT9,P46937,USP22,YAP1,USP,1,UbiBrowser2,33777217
nan|Q9UPT9|P48431,nan|Q9UPT9,,Q9UPT9,P48431,USP22,SOX2,USP,1,UbiBrowser2,28279784
nan|Q9UPT9|P54274,nan|Q9UPT9,,Q9UPT9,P54274,USP22,TERF1,USP,1,UbiBrowser2,27775833
nan|Q9UPT9|P62807,nan|Q9UPT9,,Q9UPT9,P62807,USP22,HIST1H2BI,USP,1,UbiBrowser2,27775833
nan|Q9UPT9|Q13469,nan|Q9UPT9,,Q9UPT9,Q13469,USP22,NFATC2,USP,1,UbiBrowser2,27775833
nan|Q9UPT9|Q14469,nan|Q9UPT9,,Q9UPT9,Q14469,USP22,HES1,USP,1,UbiBrowser2,27341175
nan|Q9UPT9|Q15465,nan|Q9UPT9,,Q9UPT9,Q15465,USP22,SHH,USP,1,UbiBrowser2,33568633
nan|Q9UPT9|Q16665,nan|Q9UPT9,,Q9UPT9,Q16665,USP22,HIF1A,USP,1,UbiBrowser2,31776228
nan|Q9UPT9|Q16777,nan|Q9UPT9,,Q9UPT9,Q16777,USP22,HIST2H2AC,USP,1,UbiBrowser2,UBP22_HUMAN
nan|Q9UPT9|Q16778,nan|Q9UPT9,,Q9UPT9,Q16778,USP22,HIST2H2BE,USP,1,UbiBrowser2,UBP36_HUMAN
nan|Q9UPT9|Q86WV6,nan|Q9UPT9,,Q9UPT9,Q86WV6,USP22,TMEM173,USP,1,UbiBrowser2,29732405
nan|Q9UPT9|Q92905,nan|Q9UPT9,,Q9UPT9,Q92905,USP22,COPS5,USP,1,UbiBrowser2,32665011
nan|Q9UPT9|Q96EB6,nan|Q9UPT9,,Q9UPT9,Q96EB6,USP22,SIRT1,USP,1,UbiBrowser2,27919796
nan|Q9UPT9|Q9NZQ7,nan|Q9UPT9,,Q9UPT9,Q9NZQ7,USP22,CD274,USP,1,UbiBrowser2,31399419
nan|Q9UPU5|O75385,nan|Q9UPU5,,Q9UPU5,O75385,USP24,ULK1,USP,1,UbiBrowser2,30957634
nan|Q9UPU5|P04637,nan|Q9UPU5,,Q9UPU5,P04637,USP24,TP53,USP,1,UbiBrowser2,28801249
nan|Q9UPU5|Q92466,nan|Q9UPU5,,Q9UPU5,Q92466,USP24,DDB2,USP,1,UbiBrowser2,27316462
nan|Q9Y2K6|O43623,nan|Q9Y2K6,,Q9Y2K6,O43623,USP20,SNAI2,USP,1,UbiBrowser2,32943575
nan|Q9Y2K6|O75385,nan|Q9Y2K6,,Q9Y2K6,O75385,USP20,ULK1,USP,1,UbiBrowser2,30126257
